x,y,z
13115126.32,3221758.61,5000.00
13115727.57,3222278.42,5000.00
13116328.81,3222798.22,5000.00
13116930.05,3223318.03,5000.00
13117531.30,3223837.83,5000.00
13118132.54,3224357.64,5000.00
13118733.78,3224877.45,5000.00
13119335.03,3225397.25,5000.00
13119936.27,3225917.06,5000.00
13120537.51,3226436.86,5000.00
13121138.76,3226956.67,5000.00
13121740.00,3227476.47,5000.00
13122341.24,3227996.28,5000.00
13122942.49,3228516.09,5000.00
13123543.73,3229035.89,5000.00
13124144.97,3229555.70,5000.00
13124746.21,3230075.50,5000.00
13125347.46,3230595.31,5000.00
13125948.70,3231115.11,5000.00
13126549.94,3231634.92,5000.00
13127151.19,3232154.73,5000.00
13127752.43,3232674.53,5000.00
13128353.67,3233194.34,5000.00
13128954.92,3233714.14,5000.00
13129556.16,3234233.95,5000.00
13130157.40,3234753.76,5000.00
13130758.65,3235273.56,5000.00
13131359.89,3235793.37,5000.00
13131961.13,3236313.17,5000.00
13132562.38,3236832.98,5000.00
13133163.62,3237352.78,5000.00
13133764.86,3237872.59,5000.00
13134366.10,3238392.40,5000.00
13134967.35,3238912.20,5000.00
13135568.59,3239432.01,5000.00
13136169.83,3239951.81,5000.00
13136771.08,3240471.62,5000.00
13137372.32,3240991.42,5000.00
13137973.56,3241511.23,5000.00
13138574.81,3242031.04,5000.00
13139176.05,3242550.84,5000.00
13139777.29,3243070.65,5000.00
13140378.54,3243590.45,5000.00
13140979.78,3244110.26,5000.00
13141581.02,3244630.07,5000.00
13142182.27,3245149.87,5000.00
13142783.51,3245669.68,5000.00
13143384.75,3246189.48,5000.00
13143985.99,3246709.29,5000.00
13144587.24,3247229.09,5000.00
13145188.48,3247748.90,5000.00
13145789.72,3248268.71,5000.00
13146390.97,3248788.51,5000.00
13146992.21,3249308.32,5000.00
13147593.45,3249828.12,5000.00
13148194.70,3250347.93,5000.00
13148795.94,3250867.73,5000.00
13149397.18,3251387.54,5000.00
13149998.43,3251907.35,5000.00
13150599.67,3252427.15,5000.00
13151200.91,3252946.96,5000.00
13151802.16,3253466.76,5000.00
13152403.40,3253986.57,5000.00
13153004.64,3254506.38,5000.00
13153605.88,3255026.18,5000.00
13154207.13,3255545.99,5000.00
13154808.37,3256065.79,5000.00
13155409.61,3256585.60,5000.00
13156010.86,3257105.40,5000.00
13156612.10,3257625.21,5000.00
13157213.34,3258145.02,5000.00
13157814.59,3258664.82,5000.00
13158415.83,3259184.63,5000.00
13159017.07,3259704.43,5000.00
13159618.32,3260224.24,5000.00
13160219.56,3260744.04,5000.00
13160820.80,3261263.85,5000.00
13161422.05,3261783.66,5000.00
13162023.29,3262303.46,5000.00
13162624.53,3262823.27,5000.00
13163225.77,3263343.07,5000.00
13163827.02,3263862.88,5000.00
13164428.26,3264382.69,5000.00
13165029.50,3264902.49,5000.00
13165630.75,3265422.30,5000.00
13166231.99,3265942.10,5000.00
13166833.23,3266461.91,5000.00
13167434.48,3266981.71,5000.00
13168035.72,3267501.52,5000.00
13168636.96,3268021.33,5000.00
13169238.21,3268541.13,5000.00
13169839.45,3269060.94,5000.00
13170440.69,3269580.74,5000.00
13171041.94,3270100.55,5000.00
13171643.18,3270620.35,5000.00
13172244.42,3271140.16,5000.00
13172845.66,3271659.97,5000.00
13173446.91,3272179.77,5000.00
13174048.15,3272699.58,5000.00
13174649.39,3273219.38,5000.00
13175250.64,3273739.19,5000.00
13175851.88,3274258.99,5000.00
13176453.12,3274778.80,5000.00
13177054.37,3275298.61,5000.00
13177655.61,3275818.41,5000.00
13178256.85,3276338.22,5000.00
13178858.10,3276858.02,5000.00
13179459.34,3277377.83,5000.00
13180060.58,3277897.64,5000.00
13180661.83,3278417.44,5000.00
13181263.07,3278937.25,5000.00
13181864.31,3279457.05,5000.00
13182465.55,3279976.86,5000.00
13183066.80,3280496.66,5000.00
13183668.04,3281016.47,5000.00
13184269.28,3281536.28,5000.00
13184870.53,3282056.08,5000.00
13185471.77,3282575.89,5000.00
13186073.01,3283095.69,5000.00
13186674.26,3283615.50,5000.00
13187275.50,3284135.30,5000.00
13187876.74,3284655.11,5000.00
13188477.99,3285174.92,5000.00
13189079.23,3285694.72,5000.00
13189680.47,3286214.53,5000.00
13190281.72,3286734.33,5000.00
13190882.96,3287254.14,5000.00
13191484.20,3287773.95,5000.00
13192085.44,3288293.75,5000.00
13192686.69,3288813.56,5000.00
13193287.93,3289333.36,5000.00
13193889.17,3289853.17,5000.00
13194490.42,3290372.97,5000.00
13195091.66,3290892.78,5000.00
13195692.90,3291412.59,5000.00
13196294.15,3291932.39,5000.00
13196895.39,3292452.20,5000.00
13197496.63,3292972.00,5000.00
13198097.88,3293491.81,5000.00
13198699.12,3294011.61,5000.00
13199300.36,3294531.42,5000.00
13199901.61,3295051.23,5000.00
13200502.85,3295571.03,5000.00
13201104.09,3296090.84,5000.00
13201705.33,3296610.64,5000.00
13202306.58,3297130.45,5000.00
13202907.82,3297650.26,5000.00
13203509.06,3298170.06,5000.00
13204110.31,3298689.87,5000.00
13204711.55,3299209.67,5000.00
13205312.79,3299729.48,5000.00
13205914.04,3300249.28,5000.00
13206515.28,3300769.09,5000.00
13207116.52,3301288.90,5000.00
13207717.77,3301808.70,5000.00
13208319.01,3302328.51,5000.00
13208920.25,3302848.31,5000.00
13209521.50,3303368.12,5000.00
13210122.74,3303887.92,5000.00
13210723.98,3304407.73,5000.00
13211325.22,3304927.54,5000.00
13211926.47,3305447.34,5000.00
13212527.71,3305967.15,5000.00
13213128.95,3306486.95,5000.00
13213730.20,3307006.76,5000.00
13214331.44,3307526.57,5000.00
13214932.68,3308046.37,5000.00
13215533.93,3308566.18,5000.00
13216135.17,3309085.98,5000.00
13216736.41,3309605.79,5000.00
13217337.66,3310125.59,5000.00
13217938.90,3310645.40,5000.00
13218540.14,3311165.21,5000.00
13219141.39,3311685.01,5000.00
13219742.63,3312204.82,5000.00
13220343.87,3312724.62,5000.00
13220945.11,3313244.43,5000.00
13221546.36,3313764.23,5000.00
13222147.60,3314284.04,5000.00
13222748.84,3314803.85,5000.00
13223350.09,3315323.65,5000.00
13223951.33,3315843.46,5000.00
13224552.57,3316363.26,5000.00
13225153.82,3316883.07,5000.00
13225755.06,3317402.88,5000.00
13226356.30,3317922.68,5000.00
13226957.55,3318442.49,5000.00
13227558.79,3318962.29,5000.00
13228160.03,3319482.10,5000.00
13228761.28,3320001.90,5000.00
13229362.52,3320521.71,5000.00
13229963.76,3321041.52,5000.00
13230565.00,3321561.32,5000.00
13231166.25,3322081.13,5000.00
13231767.49,3322600.93,5000.00
13232368.73,3323120.74,5000.00
13232969.98,3323640.54,5000.00
13233571.22,3324160.35,5000.00
13234172.46,3324680.16,5000.00
13234773.71,3325199.96,5000.00
13235374.95,3325719.77,5000.00
13235976.19,3326239.57,5000.00
13236577.44,3326759.38,5000.00
13237178.68,3327279.19,5000.00
13237779.92,3327798.99,5000.00
13238381.17,3328318.80,5000.00
13238982.41,3328838.60,5000.00
13239583.65,3329358.41,5000.00
13240184.89,3329878.21,5000.00
13240786.14,3330398.02,5000.00
13241387.38,3330917.83,5000.00
13241988.62,3331437.63,5000.00
13242589.87,3331957.44,5000.00
13243191.11,3332477.24,5000.00
13243792.35,3332997.05,5000.00
13244393.60,3333516.85,5000.00
13244994.84,3334036.66,5000.00
13245596.08,3334556.47,5000.00
13246197.33,3335076.27,5000.00
13246798.57,3335596.08,5000.00
13247399.81,3336115.88,5000.00
13248001.06,3336635.69,5000.00
13248602.30,3337155.50,5000.00
13249203.54,3337675.30,5000.00
13249804.79,3338195.11,5000.00
13250406.03,3338714.91,5000.00
13251007.27,3339234.72,5000.00
13251608.51,3339754.52,5000.00
13252209.76,3340274.33,5000.00
13252811.00,3340794.14,5000.00
13253412.24,3341313.94,5000.00
13254013.49,3341833.75,5000.00
13254614.73,3342353.55,5000.00
13255215.97,3342873.36,5000.00
13255817.22,3343393.16,5000.00
13256418.46,3343912.97,5000.00
13257019.70,3344432.78,5000.00
13257620.95,3344952.58,5000.00
13258222.19,3345472.39,5000.00
13258823.43,3345992.19,5000.00
13259424.68,3346512.00,5000.00
13260025.92,3347031.80,5000.00
13260627.16,3347551.61,5000.00
13261228.40,3348071.42,5000.00
13261829.65,3348591.22,5000.00
13262430.89,3349111.03,5000.00
13263032.13,3349630.83,5000.00
13263633.38,3350150.64,5000.00
13264234.62,3350670.45,5000.00
13264835.86,3351190.25,5000.00
13265437.11,3351710.06,5000.00
13266038.35,3352229.86,5000.00
13266639.59,3352749.67,5000.00
13267240.84,3353269.47,5000.00
13267842.08,3353789.28,5000.00
13268443.32,3354309.09,5000.00
13269044.57,3354828.89,5000.00
13269645.81,3355348.70,5000.00
13270247.05,3355868.50,5000.00
13270848.29,3356388.31,5000.00
13271449.54,3356908.11,5000.00
13272050.78,3357427.92,5000.00
13272652.02,3357947.73,5000.00
13273253.27,3358467.53,5000.00
13273854.51,3358987.34,5000.00
13274455.75,3359507.14,5000.00
13275057.00,3360026.95,5000.00
13275658.24,3360546.76,5000.00
13276259.48,3361066.56,5000.00
13276860.73,3361586.37,5000.00
13277461.97,3362106.17,5000.00
13278063.21,3362625.98,5000.00
13278664.46,3363145.78,5000.00
13279265.70,3363665.59,5000.00
13279866.94,3364185.40,5000.00
13280468.18,3364705.20,5000.00
13281069.43,3365225.01,5000.00
13281670.67,3365744.81,5000.00
13282271.91,3366264.62,5000.00
13282873.16,3366784.42,5000.00
13283474.40,3367304.23,5000.00
13284075.64,3367824.04,5000.00
13284676.89,3368343.84,5000.00
13285278.13,3368863.65,5000.00
13285879.37,3369383.45,5000.00
13286480.62,3369903.26,5000.00
13287081.86,3370423.07,5000.00
13287683.10,3370942.87,5000.00
13288284.35,3371462.68,5000.00
13288885.59,3371982.48,5000.00
13289486.83,3372502.29,5000.00
13290088.07,3373022.09,5000.00
13290689.32,3373541.90,5000.00
13291290.56,3374061.71,5000.00
13291891.80,3374581.51,5000.00
13292493.05,3375101.32,5000.00
13293094.29,3375621.12,5000.00
13293695.53,3376140.93,5000.00
13294296.78,3376660.73,5000.00
13294898.02,3377180.54,5000.00
13295499.26,3377700.35,5000.00
13296100.51,3378220.15,5000.00
13296701.75,3378739.96,5000.00
13297302.99,3379259.76,5000.00
13297904.24,3379779.57,5000.00
13298505.48,3380299.38,5000.00
13299106.72,3380819.18,5000.00
13299707.96,3381338.99,5000.00
13300309.21,3381858.79,5000.00
13300910.45,3382378.60,5000.00
13301511.69,3382898.40,5000.00
13302112.94,3383418.21,5000.00
13302714.18,3383938.02,5000.00
13303315.42,3384457.82,5000.00
13303916.67,3384977.63,5000.00
13304517.91,3385497.43,5000.00
13305119.15,3386017.24,5000.00
13305720.40,3386537.04,5000.00
13306321.64,3387056.85,5000.00
13306922.88,3387576.66,5000.00
13307524.13,3388096.46,5000.00
13308125.37,3388616.27,5000.00
13308726.61,3389136.07,5000.00
13309327.85,3389655.88,5000.00
13309929.10,3390175.69,5000.00
13310530.34,3390695.49,5000.00
13311131.58,3391215.30,5000.00
13311732.83,3391735.10,5000.00
13312334.07,3392254.91,5000.00
13312935.31,3392774.71,5000.00
13313536.56,3393294.52,5000.00
13314137.80,3393814.33,5000.00
13314739.04,3394334.13,5000.00
13315340.29,3394853.94,5000.00
13315941.53,3395373.74,5000.00
13316542.77,3395893.55,5000.00
13317144.02,3396413.35,5000.00
13317745.26,3396933.16,5000.00
13318346.50,3397452.97,5000.00
13318947.74,3397972.77,5000.00
13319548.99,3398492.58,5000.00
13319576.31,3398516.20,5000.00
13320177.55,3399036.00,5000.00
13320778.79,3399555.81,5000.00
13321380.04,3400075.61,5000.00
13321981.28,3400595.42,5000.00
13322582.52,3401115.23,5000.00
13323183.77,3401635.03,5000.00
13323785.01,3402154.84,5000.00
13324386.25,3402674.64,5000.00
13324987.49,3403194.45,5000.00
13325588.74,3403714.25,5000.00
13326189.98,3404234.06,5000.00
13326791.22,3404753.87,5000.00
13327392.47,3405273.67,5000.00
13327993.71,3405793.48,5000.00
13328594.95,3406313.28,5000.00
13329196.20,3406833.09,5000.00
13329797.44,3407352.89,5000.00
