x,y,z
13188096.88,3285114.66,5000.00
13188698.69,3285633.81,5000.00
13189300.49,3286152.96,5000.00
13189902.30,3286672.11,5000.00
13190504.11,3287191.26,5000.00
13191105.92,3287710.41,5000.00
13191707.73,3288229.56,5000.00
13192309.54,3288748.71,5000.00
13192911.34,3289267.86,5000.00
13193513.15,3289787.02,5000.00
13194114.96,3290306.17,5000.00
13194716.77,3290825.32,5000.00
13195318.58,3291344.47,5000.00
13195920.39,3291863.62,5000.00
13196522.20,3292382.77,5000.00
13197124.00,3292901.92,5000.00
13197725.81,3293421.07,5000.00
13198327.62,3293940.23,5000.00
13198929.43,3294459.38,5000.00
13199531.24,3294978.53,5000.00
13200133.05,3295497.68,5000.00
13200734.85,3296016.83,5000.00
13201336.66,3296535.98,5000.00
13201938.47,3297055.13,5000.00
13202540.28,3297574.28,5000.00
13203142.09,3298093.43,5000.00
13203743.90,3298612.59,5000.00
13204345.71,3299131.74,5000.00
13204947.51,3299650.89,5000.00
13205549.32,3300170.04,5000.00
13206151.13,3300689.19,5000.00
13206752.94,3301208.34,5000.00
13207354.75,3301727.49,5000.00
13207956.56,3302246.64,5000.00
13208558.37,3302765.79,5000.00
13209160.17,3303284.95,5000.00
13209761.98,3303804.10,5000.00
13210363.79,3304323.25,5000.00
13210965.60,3304842.40,5000.00
13211567.41,3305361.55,5000.00
13212169.22,3305880.70,5000.00
13212771.02,3306399.85,5000.00
13213372.83,3306919.00,5000.00
13213974.64,3307438.15,5000.00
13214576.45,3307957.31,5000.00
13215178.26,3308476.46,5000.00
13215780.07,3308995.61,5000.00
13216381.88,3309514.76,5000.00
13216983.68,3310033.91,5000.00
13217585.49,3310553.06,5000.00
13218187.30,3311072.21,5000.00
13218789.11,3311591.36,5000.00
13219390.92,3312110.52,5000.00
13219992.73,3312629.67,5000.00
13220594.53,3313148.82,5000.00
13221196.34,3313667.97,5000.00
13221798.15,3314187.12,5000.00
13222399.96,3314706.27,5000.00
13223001.77,3315225.42,5000.00
13223603.58,3315744.57,5000.00
13224205.39,3316263.72,5000.00
13224807.19,3316782.88,5000.00
13225409.00,3317302.03,5000.00
13226010.81,3317821.18,5000.00
13226612.62,3318340.33,5000.00
13227214.43,3318859.48,5000.00
13227816.24,3319378.63,5000.00
13228418.05,3319897.78,5000.00
13229019.85,3320416.93,5000.00
13229621.66,3320936.08,5000.00
13230223.47,3321455.24,5000.00
13230825.28,3321974.39,5000.00
13231427.09,3322493.54,5000.00
13232028.90,3323012.69,5000.00
13232630.70,3323531.84,5000.00
13233232.51,3324050.99,5000.00
13233834.32,3324570.14,5000.00
13234436.13,3325089.29,5000.00
13235037.94,3325608.44,5000.00
13235639.75,3326127.60,5000.00
13236241.56,3326646.75,5000.00
13236843.36,3327165.90,5000.00
13237445.17,3327685.05,5000.00
13238046.98,3328204.20,5000.00
13238648.79,3328723.35,5000.00
13239250.60,3329242.50,5000.00
13239852.41,3329761.65,5000.00
13240454.21,3330280.80,5000.00
13241056.02,3330799.96,5000.00
13241657.83,3331319.11,5000.00
13242259.64,3331838.26,5000.00
13242861.45,3332357.41,5000.00
13243463.26,3332876.56,5000.00
13244065.07,3333395.71,5000.00
13244666.87,3333914.86,5000.00
13245268.68,3334434.01,5000.00
13245870.49,3334953.17,5000.00
13246472.30,3335472.32,5000.00
13247074.11,3335991.47,5000.00
13247675.92,3336510.62,5000.00
13248277.72,3337029.77,5000.00
13248879.53,3337548.92,5000.00
13249481.34,3338068.07,5000.00
13250083.15,3338587.22,5000.00
13250684.96,3339106.37,5000.00
13251286.77,3339625.53,5000.00
13251888.58,3340144.68,5000.00
13252490.38,3340663.83,5000.00
13253092.19,3341182.98,5000.00
13253694.00,3341702.13,5000.00
13254295.81,3342221.28,5000.00
13254897.62,3342740.43,5000.00
13255499.43,3343259.58,5000.00
13256101.24,3343778.73,5000.00
13256703.04,3344297.89,5000.00
13257304.85,3344817.04,5000.00
13257906.66,3345336.19,5000.00
13258508.47,3345855.34,5000.00
13259110.28,3346374.49,5000.00
13259712.09,3346893.64,5000.00
13260313.89,3347412.79,5000.00
13260915.70,3347931.94,5000.00
13261517.51,3348451.09,5000.00
13262119.32,3348970.25,5000.00
13262721.13,3349489.40,5000.00
13263322.94,3350008.55,5000.00
13263924.75,3350527.70,5000.00
13264526.55,3351046.85,5000.00
13265128.36,3351566.00,5000.00
13265730.17,3352085.15,5000.00
13266331.98,3352604.30,5000.00
13266933.79,3353123.46,5000.00
13267535.60,3353642.61,5000.00
13268137.40,3354161.76,5000.00
13268739.21,3354680.91,5000.00
13269341.02,3355200.06,5000.00
13269942.83,3355719.21,5000.00
13270544.64,3356238.36,5000.00
13271146.45,3356757.51,5000.00
13271748.26,3357276.66,5000.00
13272350.06,3357795.82,5000.00
13272951.87,3358314.97,5000.00
13273553.68,3358834.12,5000.00
13274155.49,3359353.27,5000.00
13274757.30,3359872.42,5000.00
13275359.11,3360391.57,5000.00
13275960.91,3360910.72,5000.00
13276562.72,3361429.87,5000.00
13277164.53,3361949.02,5000.00
13277766.34,3362468.18,5000.00
13278368.15,3362987.33,5000.00
13278969.96,3363506.48,5000.00
13279571.77,3364025.63,5000.00
13280173.57,3364544.78,5000.00
13280775.38,3365063.93,5000.00
13281377.19,3365583.08,5000.00
13281979.00,3366102.23,5000.00
13282580.81,3366621.38,5000.00
13283182.62,3367140.54,5000.00
13283784.43,3367659.69,5000.00
13284386.23,3368178.84,5000.00
13284988.04,3368697.99,5000.00
13285589.85,3369217.14,5000.00
13286191.66,3369736.29,5000.00
13286793.47,3370255.44,5000.00
13287395.28,3370774.59,5000.00
13287997.08,3371293.74,5000.00
13288598.89,3371812.90,5000.00
13289200.70,3372332.05,5000.00
13289802.51,3372851.20,5000.00
13290404.32,3373370.35,5000.00
13291006.13,3373889.50,5000.00
13291607.94,3374408.65,5000.00
13292209.74,3374927.80,5000.00
13292811.55,3375446.95,5000.00
13293413.36,3375966.11,5000.00
13294015.17,3376485.26,5000.00
13294616.98,3377004.41,5000.00
13295218.79,3377523.56,5000.00
13295820.59,3378042.71,5000.00
13296422.40,3378561.86,5000.00
13297024.21,3379081.01,5000.00
13297626.02,3379600.16,5000.00
13298227.83,3380119.31,5000.00
13298829.64,3380638.47,5000.00
13299431.45,3381157.62,5000.00
13300033.25,3381676.77,5000.00
13300635.06,3382195.92,5000.00
13301236.87,3382715.07,5000.00
13301838.68,3383234.22,5000.00
13302440.49,3383753.37,5000.00
13303042.30,3384272.52,5000.00
13303644.10,3384791.67,5000.00
13304245.91,3385310.83,5000.00
13304847.72,3385829.98,5000.00
13305449.53,3386349.13,5000.00
13306051.34,3386868.28,5000.00
13306653.15,3387387.43,5000.00
13307254.96,3387906.58,5000.00
13307856.76,3388425.73,5000.00
13308458.57,3388944.88,5000.00
13309060.38,3389464.03,5000.00
13309662.19,3389983.19,5000.00
13310264.00,3390502.34,5000.00
13310865.81,3391021.49,5000.00
13311467.62,3391540.64,5000.00
13312069.42,3392059.79,5000.00
13312671.23,3392578.94,5000.00
13313273.04,3393098.09,5000.00
13313874.85,3393617.24,5000.00
13314476.66,3394136.40,5000.00
13315078.47,3394655.55,5000.00
13315680.27,3395174.70,5000.00
13316282.08,3395693.85,5000.00
13316883.89,3396213.00,5000.00
13317485.70,3396732.15,5000.00
13318087.51,3397251.30,5000.00
13318689.32,3397770.45,5000.00
13319291.13,3398289.60,5000.00
13319566.70,3398527.33,5000.00
13320168.50,3399046.48,5000.00
13320770.31,3399565.63,5000.00
13321372.12,3400084.78,5000.00
13321973.93,3400603.93,5000.00
13322575.74,3401123.08,5000.00
13323177.55,3401642.23,5000.00
13323779.36,3402161.38,5000.00
13324381.16,3402680.53,5000.00
13324982.97,3403199.69,5000.00
13325584.78,3403718.84,5000.00
13326186.59,3404237.99,5000.00
13326788.40,3404757.14,5000.00
13327390.21,3405276.29,5000.00
13327992.01,3405795.44,5000.00
13328593.82,3406314.59,5000.00
13329195.63,3406833.74,5000.00
13329797.44,3407352.89,5000.00
